Year,TeamName,Age,Wins,Losses,MOV,SOS,SRS,ORTG,DRTG,Pace,FTR,PAR,TS,OFFRFG,OFFTOV,OFFORB,OFFFTFGA,DFFEFG,DFFTOV,DFFDRB,DFFFTFGA,Stats,Final
1998,Indiana Pacers*,29.7,58,24,6.09,0.16,6.25,108.4,101.6,87.9,0.343,0.165,0.55,0.502,14,27.9,0.262,0.453,14.4,67.8,0.236,Promotion,Failure
1998,Utah Jazz*,29.7,62,20,6.54,-0.81,5.73,112.7,105.4,89.2,0.433,0.11,0.569,0.51,14.8,32.3,0.334,0.471,13.5,71,0.271,Promotion,Failure
1998,Miami Heat*,28.1,55,27,4.93,0.16,5.09,107.6,102,87.9,0.329,0.244,0.538,0.494,14.5,31.5,0.243,0.452,14.2,69.6,0.257,Promotion,Failure
1998,Phoenix Suns*,28.2,56,26,5.18,-0.75,4.44,107.4,101.8,91.4,0.29,0.18,0.54,0.5,14,29.7,0.217,0.471,15.3,70,0.227,Promotion,Failure
1998,Atlanta Hawks*,29.4,50,32,3.51,0.34,3.85,108.2,104.3,87.7,0.364,0.16,0.533,0.481,14.1,33.9,0.275,0.468,13,69.1,0.194,Promotion,Failure
1998,San Antonio Spurs*,28.7,56,26,3.99,-0.69,3.3,103.8,99.4,88.4,0.35,0.139,0.531,0.493,15.6,30.6,0.241,0.437,12.2,72.2,0.218,Promotion,Failure
1998,Cleveland Cavaliers*,24.6,47,35,2.73,0.33,3.06,102.2,99.1,89.9,0.352,0.129,0.529,0.478,16.5,30,0.266,0.46,16.8,71.1,0.264,Promotion,Failure
1998,New York Knicks*,30.2,43,39,2.46,0.28,2.74,103,100.3,88.2,0.283,0.178,0.521,0.476,14.7,29.5,0.218,0.455,14.7,74,0.282,Promotion,Failure
1998,Charlotte Hornets*,29.2,51,31,2,0.45,2.45,107.5,105.3,89.4,0.345,0.142,0.542,0.495,14.6,30.4,0.259,0.493,14.6,70.8,0.224,Promotion,Failure
1998,Detroit Pistons,27.2,37,45,1.57,0.37,1.95,105.3,103.5,88.2,0.359,0.147,0.523,0.472,14,30.9,0.267,0.474,14.8,70.2,0.243,Phaseout,Failure
1998,New Jersey Nets*,27.8,43,39,1.57,0.31,1.88,108.3,106.6,91,0.339,0.135,0.513,0.463,12.9,36.7,0.253,0.499,16.7,66.4,0.258,Promotion,Failure
1998,Washington Wizards,26.7,42,40,0.59,0.53,1.11,105.2,104.5,91.8,0.317,0.139,0.513,0.476,13,31.2,0.219,0.481,15.1,69.5,0.248,Phaseout,Failure
1998,Portland Trail Blazers*,26.1,46,36,1.4,-0.57,0.83,104,102.4,90,0.348,0.164,0.524,0.476,15.8,33,0.256,0.46,13.4,71.4,0.249,Promotion,Failure
1998,Minnesota Timberwolves*,26.4,45,37,0.71,-0.54,0.17,107.8,107.1,92.6,0.329,0.128,0.529,0.483,12.7,30.6,0.244,0.48,13.5,68.5,0.24,Promotion,Failure
1998,Orlando Magic,30.8,41,41,-1.07,0.54,-0.53,102.6,103.8,87.1,0.331,0.141,0.499,0.452,14.5,34.2,0.24,0.478,14.8,66.9,0.202,Phaseout,Failure
1998,Houston Rockets*,32,41,41,-0.76,-0.47,-1.23,107.7,108.6,91,0.326,0.256,0.544,0.496,14.8,29.8,0.251,0.499,13.3,69.3,0.208,Promotion,Failure
1998,Milwaukee Bucks,27.6,36,46,-1.91,0.58,-1.33,103.5,105.6,90.2,0.339,0.11,0.527,0.475,15.8,31.4,0.26,0.485,15.5,69.1,0.282,Phaseout,Failure
1998,Philadelphia 76ers,25.4,31,51,-2.39,0.5,-1.89,102.8,105.4,90.4,0.367,0.126,0.514,0.462,15.4,32.5,0.271,0.481,15.1,67.3,0.256,Phaseout,Failure
1998,Boston Celtics,23.9,36,46,-2.62,0.66,-1.96,102.6,105.4,93.3,0.283,0.18,0.504,0.464,14.6,32.8,0.206,0.504,19,66.8,0.343,Phaseout,Failure
1998,Sacramento Kings,26.6,27,55,-5.59,-0.25,-5.83,100.8,106.9,92.1,0.314,0.121,0.502,0.464,14.3,30.2,0.215,0.482,14,66.6,0.23,Phaseout,Failure
1998,Dallas Mavericks,26.3,20,62,-6.11,-0.22,-6.33,100.5,107.2,89.9,0.257,0.175,0.498,0.458,13.6,27.6,0.194,0.488,14,65.1,0.195,Phaseout,Failure
1998,Vancouver Grizzlies,26.5,19,63,-7.3,-0.17,-7.47,104.1,112,92.1,0.327,0.137,0.527,0.482,15.8,31.5,0.242,0.507,13,66.9,0.24,Phaseout,Failure
1998,Los Angeles Clippers,25.7,17,65,-7.37,-0.16,-7.53,103.3,111.2,92.4,0.306,0.219,0.518,0.477,14.8,29.6,0.221,0.498,12.9,66.1,0.243,Phaseout,Failure
1998,Toronto Raptors,24.8,16,66,-9.27,0.94,-8.33,101.2,111,92.6,0.302,0.159,0.504,0.462,15.1,32.1,0.217,0.508,14.9,62.9,0.235,Phaseout,Failure
1998,Golden State Warriors,25.9,19,63,-9.12,-0.08,-9.2,95.8,105.7,91.4,0.278,0.101,0.468,0.427,15.1,33.7,0.197,0.469,13,68.6,0.247,Phaseout,Failure
1998,Denver Nuggets,26.5,11,71,-11.78,0.04,-11.74,99,112.1,89.7,0.335,0.139,0.496,0.44,15.1,30.2,0.259,0.506,14.3,66.3,0.285,Phaseout,Failure
1999,San Antonio Spurs*,30.1,37,13,8.06,-0.94,7.12,104,95,88.6,0.371,0.137,0.523,0.479,14.6,30.4,0.259,0.423,13.8,69.5,0.198,Promotion,LeagueChampion
1999,Portland Trail Blazers*,27.4,35,15,6.36,-0.69,5.67,104.8,97.7,89.2,0.341,0.171,0.521,0.473,14.5,31.8,0.253,0.445,14.9,71.8,0.233,Promotion,Failure
1999,Utah Jazz*,30.3,37,13,6.52,-0.99,5.54,105.8,98.4,87,0.417,0.107,0.545,0.485,16,30,0.32,0.441,14.4,70.4,0.242,Promotion,Failure
1999,Miami Heat*,30.3,33,17,4.96,0.15,5.11,104.7,98.9,84.8,0.354,0.226,0.54,0.494,15.3,27.3,0.26,0.439,13.6,71,0.226,Promotion,Failure
1999,Detroit Pistons*,27.7,29,21,3.42,0.55,3.97,104.2,100.3,86.3,0.345,0.183,0.528,0.48,15.6,30.5,0.256,0.468,15.4,72,0.259,Promotion,Failure
1999,Indiana Pacers*,30.8,33,17,3.74,0.12,3.86,108.7,104.4,86.4,0.318,0.207,0.537,0.486,12.8,28.7,0.253,0.46,12.7,69.9,0.236,Promotion,Failure
1999,Orlando Magic*,28.7,33,17,2.6,0.51,3.11,100.3,97.4,88.8,0.318,0.171,0.498,0.456,15.4,32.6,0.222,0.473,16.7,70.8,0.181,Promotion,Failure
1999,Atlanta Hawks*,29.6,31,19,2.9,-0.08,2.82,100.5,97.1,85.3,0.378,0.171,0.492,0.436,14.5,33.1,0.277,0.437,13.4,72.1,0.202,Promotion,Failure
1999,Los Angeles Lakers*,27.5,31,19,3.02,-0.35,2.68,107.6,104.3,91.6,0.382,0.174,0.538,0.498,14.1,30.6,0.261,0.468,13.3,70.2,0.267,Promotion,Failure
1999,Philadelphia 76ers*,26,28,22,2.06,0.5,2.56,99.9,97.6,88.6,0.383,0.096,0.494,0.439,15.3,34.2,0.276,0.454,17.1,69.8,0.249,Promotion,Failure
1999,Phoenix Suns*,29.3,27,23,2.26,-0.11,2.15,105.8,103.3,90,0.303,0.175,0.526,0.481,13,28.4,0.231,0.485,15.4,69.8,0.216,Promotion,Failure
1999,Milwaukee Bucks*,28.3,28,22,1.66,0,1.66,104.9,103,87,0.303,0.162,0.53,0.489,14.3,29,0.222,0.463,16,67.6,0.275,Promotion,Failure
1999,New York Knicks*,29,27,23,1.02,0.43,1.45,98.6,97.5,86.9,0.329,0.159,0.509,0.463,15.9,27.9,0.241,0.434,14.9,71,0.258,Promotion,Failure
1999,Houston Rockets*,29.6,31,19,2.32,-0.93,1.39,105.4,102.9,88.8,0.313,0.241,0.545,0.506,15.8,27.8,0.228,0.461,12.4,69.9,0.188,Promotion,Failure
1999,Charlotte Hornets,29,26,24,-0.1,0.73,0.63,102.3,102.4,89.7,0.372,0.198,0.537,0.485,15.5,24.4,0.278,0.461,14.3,69.5,0.24,Phaseout,Failure
1999,Minnesota Timberwolves*,27.2,25,25,0.38,-0.55,-0.17,101.9,101.5,91,0.264,0.095,0.481,0.439,11.7,32.5,0.196,0.467,15.8,70.2,0.276,Promotion,Failure
1999,Sacramento Kings*,26.1,27,23,-0.42,-0.47,-0.89,102.7,103.1,96,0.3,0.219,0.514,0.479,14.7,30.6,0.205,0.471,13.7,67.7,0.176,Promotion,Failure
1999,Cleveland Cavaliers,26.7,22,28,-1.72,0.78,-0.94,99.6,101.6,86.4,0.381,0.15,0.52,0.464,15.9,25.1,0.285,0.468,16.2,69,0.267,Phaseout,Failure
1999,Toronto Raptors,27.3,23,27,-1.64,0.33,-1.32,102,103.9,88.8,0.338,0.168,0.504,0.45,15,33.8,0.257,0.473,14.8,70.2,0.258,Phaseout,Failure
1999,Seattle SuperSonics,31.2,25,25,-1.08,-0.35,-1.43,105,106.2,89.6,0.341,0.226,0.519,0.481,14.3,31.9,0.232,0.489,14.1,68.6,0.213,Phaseout,Failure
1999,Boston Celtics,24.3,19,31,-1.86,0.11,-1.75,100.4,102.4,91.5,0.259,0.182,0.501,0.469,14.8,30.6,0.179,0.465,15.6,69.4,0.287,Phaseout,Failure
1999,Washington Wizards,29.3,18,32,-2.24,0.49,-1.75,101.2,103.7,89.8,0.302,0.146,0.507,0.468,14.1,28.2,0.213,0.474,15.1,69.5,0.273,Phaseout,Failure
1999,Dallas Mavericks,26.1,19,31,-2.4,-0.1,-2.5,102.3,104.9,89,0.3,0.148,0.502,0.459,13.2,29.8,0.218,0.476,13.3,69.1,0.212,Phaseout,Failure
1999,Golden State Warriors,28.1,21,29,-2.5,-0.13,-2.63,98.4,101.1,88.9,0.282,0.135,0.471,0.434,14.1,35.2,0.19,0.445,14,70.4,0.29,Phaseout,Failure
1999,New Jersey Nets,26,16,34,-3.78,0.58,-3.2,99.5,103.6,91.5,0.301,0.163,0.485,0.434,13.7,31.1,0.231,0.481,15.2,69.7,0.238,Phaseout,Failure
1999,Denver Nuggets,24.6,14,36,-6.6,-0.07,-6.67,103.1,110.4,90.5,0.332,0.231,0.511,0.459,13.9,30.1,0.253,0.499,13.2,69.2,0.248,Phaseout,Failure
1999,Chicago Bulls,28.6,13,37,-9.46,0.88,-8.58,92.4,103,88.1,0.309,0.159,0.47,0.424,15.1,26.8,0.219,0.483,15.3,71.7,0.241,Phaseout,Failure
1999,Los Angeles Clippers,25,9,41,-8.82,-0.12,-8.94,100,109.7,89.5,0.306,0.167,0.497,0.454,14.9,30.6,0.22,0.503,14.8,66.9,0.279,Phaseout,Failure
1999,Vancouver Grizzlies,25,8,42,-8.66,-0.28,-8.94,98.4,107.9,89,0.367,0.118,0.498,0.447,16,30.9,0.263,0.492,14.7,66.9,0.261,Phaseout,Failure
2000,Los Angeles Lakers*,29.2,67,15,8.55,-0.14,8.41,107.3,98.2,93.3,0.346,0.153,0.525,0.484,12.7,30.6,0.241,0.443,13.4,73.1,0.222,Promotion,LeagueChampion
2000,Portland Trail Blazers*,29.6,59,23,6.4,-0.04,6.36,107.9,100.8,89.9,0.316,0.175,0.546,0.501,14.5,30.3,0.24,0.461,13.8,72.4,0.217,Promotion,Failure
2000,San Antonio Spurs*,30.9,53,29,5.94,-0.02,5.92,105,98.6,90.8,0.346,0.138,0.535,0.488,14.3,27.8,0.258,0.451,13.5,73,0.188,Promotion,Failure
2000,Phoenix Suns*,28.6,53,29,5.22,0.02,5.24,104.6,99,94,0.286,0.184,0.532,0.491,15.2,29.3,0.217,0.454,15.7,70.5,0.245,Promotion,Failure
2000,Utah Jazz*,31.5,55,27,4.46,0.05,4.52,107.3,102.3,89.6,0.337,0.134,0.54,0.49,14.3,29.5,0.26,0.477,15,73.2,0.256,Promotion,Failure
2000,Indiana Pacers*,30.4,56,26,4.6,-0.45,4.15,108.5,103.6,93.1,0.302,0.224,0.552,0.503,13.3,24.9,0.245,0.469,12.6,71.5,0.197,Promotion,Failure
2000,Sacramento Kings*,27.5,44,38,2.91,0.12,3.04,105,102.1,99.3,0.277,0.227,0.526,0.486,13.9,27.7,0.209,0.479,15.1,69.7,0.198,Promotion,Failure
2000,Miami Heat*,29.2,52,30,3.11,-0.36,2.75,104.5,101,89.7,0.283,0.186,0.533,0.495,14.5,28.2,0.208,0.453,13.3,72.9,0.229,Promotion,Failure
2000,Minnesota Timberwolves*,26.6,50,32,2.52,0.14,2.67,106.1,103.4,91.8,0.256,0.104,0.525,0.485,12.9,29.4,0.2,0.474,14,73,0.25,Promotion,Failure
2000,Charlotte Hornets*,28.7,49,33,2.67,-0.34,2.33,104.3,101.4,93.9,0.376,0.153,0.53,0.475,13.7,25.7,0.285,0.478,14.6,73.2,0.198,Promotion,Failure
2000,New York Knicks*,29.5,50,32,1.46,-0.16,1.3,102.5,100.9,89.2,0.283,0.147,0.527,0.482,14.4,24.7,0.221,0.455,13.6,73.1,0.251,Promotion,Failure
2000,Seattle SuperSonics*,28.5,45,37,0.95,0.22,1.17,105.6,104.6,93.4,0.282,0.232,0.52,0.487,12.9,28.5,0.196,0.483,14,69.6,0.193,Promotion,Failure
2000,Detroit Pistons*,28.3,42,40,1.44,-0.31,1.13,107.3,105.8,95.7,0.378,0.184,0.548,0.492,14.3,26.8,0.295,0.499,15.4,71.6,0.249,Promotion,Failure
2000,Philadelphia 76ers*,27.1,49,33,1.34,-0.32,1.02,101.5,100,92.7,0.329,0.095,0.501,0.457,14.2,31.4,0.233,0.466,16.2,69.9,0.229,Promotion,Failure
2000,Orlando Magic,26.3,41,41,0.68,-0.26,0.43,102.4,101.7,97.3,0.305,0.124,0.516,0.473,15.4,31.6,0.224,0.476,15.9,69.9,0.226,Phaseout,Failure
2000,Milwaukee Bucks*,28.2,42,40,0.22,-0.28,-0.06,108.2,107.9,92.7,0.29,0.157,0.539,0.494,13.8,30,0.228,0.496,14.6,69.6,0.254,Promotion,Failure
2000,Dallas Mavericks,26.3,40,42,-0.57,0.29,-0.29,106.6,107.2,94.9,0.248,0.188,0.532,0.49,12.6,25.5,0.2,0.488,14.2,66.1,0.21,Phaseout,Failure
2000,Toronto Raptors*,29.3,45,37,-0.16,-0.3,-0.46,104.7,104.9,92.5,0.3,0.17,0.511,0.464,12.7,30.1,0.23,0.48,14.2,71.8,0.247,Promotion,Failure
2000,Houston Rockets,26.3,34,48,-0.87,0.3,-0.57,104.8,105.7,94.2,0.322,0.244,0.536,0.494,15.8,29.1,0.236,0.481,12.5,71.6,0.201,Phaseout,Failure
2000,Boston Celtics,25.4,35,47,-0.76,-0.24,-1,104.8,105.6,94.6,0.316,0.183,0.52,0.474,13.8,30.4,0.236,0.498,15.8,73.8,0.306,Phaseout,Failure
2000,New Jersey Nets,27.3,31,51,-1.04,-0.15,-1.18,105.1,106.3,92.5,0.297,0.2,0.517,0.468,12.6,28.1,0.233,0.491,15.2,67.2,0.223,Phaseout,Failure
2000,Denver Nuggets,25.9,35,47,-2.12,0.36,-1.76,103.5,105.8,94.7,0.306,0.202,0.517,0.476,14,29.2,0.222,0.479,13,71.6,0.235,Phaseout,Failure
2000,Washington Wizards,28,29,53,-3.28,-0.19,-3.47,103.5,107,92.7,0.315,0.133,0.521,0.476,14.8,30.6,0.234,0.489,13.9,71.7,0.273,Phaseout,Failure
2000,Cleveland Cavaliers,27.2,32,50,-3.5,-0.14,-3.64,100.4,104,95.7,0.327,0.136,0.516,0.468,15.6,28.1,0.245,0.474,15.1,71.2,0.275,Phaseout,Failure
2000,Vancouver Grizzlies,25.3,22,60,-5.62,0.52,-5.1,102.3,108.5,91,0.32,0.139,0.524,0.474,15.8,30.1,0.247,0.502,14.1,70.6,0.231,Phaseout,Failure
2000,Atlanta Hawks,27.6,28,54,-5.38,-0.04,-5.41,102,107.9,91.7,0.292,0.12,0.503,0.46,14.1,31.7,0.217,0.481,11.3,71,0.196,Phaseout,Failure
2000,Golden State Warriors,26.9,19,63,-8.27,0.64,-7.63,99.8,108.4,95.4,0.301,0.15,0.484,0.444,13.9,32.6,0.21,0.499,14.6,69.1,0.259,Phaseout,Failure
2000,Chicago Bulls,26,17,65,-9.4,0.17,-9.23,94.2,104.6,89.4,0.338,0.167,0.49,0.443,18,29.9,0.24,0.484,14.5,69.9,0.24,Phaseout,Failure
2000,Los Angeles Clippers,24.2,15,67,-11.52,0.8,-10.73,97.8,110.1,93.9,0.27,0.188,0.499,0.458,14.9,26.1,0.202,0.507,13.1,69.6,0.22,Phaseout,Failure
2001,San Antonio Spurs*,29.5,58,24,7.76,0.16,7.92,106.6,98,89.6,0.374,0.175,0.541,0.496,13.6,27.1,0.267,0.444,12.9,73.7,0.182,Promotion,Failure
2001,Sacramento Kings*,27.1,55,27,5.82,0.25,6.07,105.6,99.6,94.4,0.298,0.194,0.529,0.484,13.4,27.2,0.23,0.46,14.5,70.7,0.181,Promotion,Failure
2001,Utah Jazz*,32,53,29,4.7,0.31,5,107.6,102.4,89.8,0.363,0.135,0.546,0.497,15.1,30.2,0.273,0.473,15.6,73.2,0.301,Promotion,Failure
2001,Dallas Mavericks*,26.6,53,29,4.28,0.32,4.61,107.1,102.6,93.2,0.291,0.202,0.544,0.498,13.1,24.1,0.231,0.467,14.2,70.7,0.244,Promotion,Failure
2001,Portland Trail Blazers*,30.1,50,32,4.2,0.33,4.52,106.5,101.8,89.1,0.296,0.165,0.539,0.497,14.8,30,0.225,0.47,14.3,72.4,0.223,Promotion,Failure
2001,Los Angeles Lakers*,29.2,56,26,3.38,0.37,3.74,108.4,104.8,91.7,0.349,0.191,0.535,0.498,13.3,31.1,0.238,0.468,12.2,72.5,0.234,Promotion,LeagueChampion
2001,Philadelphia 76ers*,28.2,56,26,4.28,-0.65,3.64,103.6,98.9,90.6,0.351,0.124,0.518,0.468,14.7,31.2,0.262,0.46,14.5,72.5,0.186,Promotion,Failure
2001,Milwaukee Bucks*,28.2,52,30,3.88,-0.74,3.14,108.8,104.6,92.1,0.276,0.218,0.542,0.499,12.8,28.1,0.217,0.473,14.4,71.1,0.253,Promotion,Failure
2001,Houston Rockets,26.7,45,37,2.29,0.42,2.71,106.7,104.2,90.4,0.321,0.217,0.538,0.492,14,27.5,0.244,0.475,12.6,71.9,0.206,Phaseout,Failure
2001,Phoenix Suns*,28.6,51,31,2.21,0.42,2.63,100.3,98,93.1,0.292,0.156,0.506,0.46,14.1,27.3,0.221,0.46,16.3,73.7,0.252,Promotion,Failure
2001,New York Knicks*,29.8,48,34,2.63,-0.65,1.98,101.2,98.2,86.7,0.279,0.18,0.523,0.476,14.6,24.2,0.222,0.453,14.7,74.3,0.24,Promotion,Failure
2001,Minnesota Timberwolves*,27.4,47,35,1.35,0.46,1.81,105.2,103.7,91.8,0.253,0.131,0.523,0.482,13,28.6,0.199,0.478,14.2,71.9,0.238,Promotion,Failure
2001,Miami Heat*,30.9,50,32,2.29,-0.57,1.73,101.1,98.5,87.1,0.299,0.221,0.515,0.469,13.7,24.3,0.227,0.46,15.3,72.7,0.214,Promotion,Failure
2001,Toronto Raptors*,29.9,47,35,2.26,-0.57,1.69,105.9,103.4,90.9,0.285,0.167,0.51,0.468,12.1,30.8,0.213,0.476,13.3,73.2,0.212,Promotion,Failure
2001,Charlotte Hornets*,28.2,46,36,2.1,-0.65,1.45,101.8,99.5,89.4,0.33,0.151,0.506,0.457,13.7,29.8,0.246,0.456,14.1,74.5,0.222,Promotion,Failure
2001,Seattle SuperSonics,27.9,44,38,0.02,0.52,0.55,105.6,105.6,91.6,0.299,0.176,0.53,0.491,14.3,29.1,0.219,0.488,13.9,69.8,0.199,Phaseout,Failure
2001,Orlando Magic*,26,43,39,0.99,-0.6,0.39,103.2,102.1,93.2,0.301,0.196,0.513,0.474,13.8,29.1,0.215,0.464,15.6,69.8,0.29,Promotion,Failure
2001,Indiana Pacers*,27.7,41,41,-0.2,-0.57,-0.77,102,102.2,89.4,0.312,0.18,0.519,0.471,14.5,27,0.239,0.452,12.8,71.4,0.235,Promotion,Failure
2001,Denver Nuggets,27.9,40,42,-2.46,0.64,-1.83,103.7,106.3,92.6,0.286,0.21,0.511,0.47,12.8,28.3,0.211,0.476,12.1,71.8,0.223,Phaseout,Failure
2001,Detroit Pistons,27.1,32,50,-1.7,-0.39,-2.08,100,101.8,94.7,0.325,0.162,0.498,0.453,14.2,29.3,0.234,0.466,14,72.2,0.233,Phaseout,Failure
2001,Los Angeles Clippers,24.3,31,51,-2.89,0.66,-2.23,101.3,104.5,89.6,0.319,0.164,0.514,0.476,14.9,28.3,0.221,0.466,12,71.1,0.217,Phaseout,Failure
2001,Boston Celtics,25.9,36,46,-2.13,-0.26,-2.4,101.4,103.7,92.6,0.338,0.252,0.521,0.473,14.7,25.3,0.25,0.493,16,72.7,0.256,Phaseout,Failure
2001,Cleveland Cavaliers,26.9,30,52,-4.24,-0.23,-4.48,100.3,104.9,91.2,0.312,0.101,0.509,0.459,15.4,29.7,0.239,0.477,14.1,71.1,0.248,Phaseout,Failure
2001,Vancouver Grizzlies,26.2,23,59,-5.73,0.79,-4.94,99.6,105.8,91.7,0.289,0.145,0.51,0.464,14.9,26.1,0.223,0.491,13.8,69.8,0.194,Phaseout,Failure
2001,New Jersey Nets,27.5,26,56,-5.05,-0.25,-5.3,100,105.5,91.8,0.328,0.165,0.504,0.452,13.9,25.7,0.249,0.488,14.9,70,0.258,Phaseout,Failure
2001,Atlanta Hawks,26.1,25,57,-5.21,-0.34,-5.55,98.7,104.3,91.9,0.272,0.14,0.5,0.456,15.5,28.9,0.206,0.472,13.8,70.8,0.249,Phaseout,Failure
2001,Washington Wizards,27,19,63,-6.67,-0.08,-6.75,100.6,107.8,92.7,0.348,0.131,0.514,0.46,15.7,29.7,0.264,0.503,14.1,71.8,0.236,Phaseout,Failure
2001,Golden State Warriors,26.6,17,65,-9.05,0.94,-8.11,97.8,107.4,94.1,0.282,0.134,0.47,0.429,13.9,33.3,0.199,0.504,15,69.7,0.227,Phaseout,Failure
2001,Chicago Bulls,23.2,15,67,-9.1,0.01,-9.09,97.2,107.3,89.3,0.298,0.148,0.495,0.45,15.1,26.6,0.22,0.499,14.3,70.3,0.254,Phaseout,Failure
2002,Sacramento Kings*,27,61,21,7.61,0,7.61,109,101.1,95.6,0.308,0.166,0.539,0.497,12.4,27.9,0.231,0.467,13.6,71.7,0.185,Promotion,Failure
2002,Los Angeles Lakers*,27.9,58,24,7.12,0.03,7.15,109.4,101.7,92.1,0.313,0.21,0.534,0.498,11.8,28.8,0.218,0.453,13,72,0.233,Promotion,LeagueChampion
2002,San Antonio Spurs*,28.5,58,24,6.21,0.07,6.28,106.5,99.7,90,0.353,0.19,0.539,0.492,13.8,27.2,0.262,0.453,13.7,71.9,0.189,Promotion,Failure
2002,Dallas Mavericks*,27.6,57,25,4.26,0.16,4.41,112.2,107.7,92.8,0.288,0.237,0.553,0.507,11.3,26.1,0.232,0.485,12.9,70.7,0.239,Promotion,Failure
2002,New Jersey Nets*,26.1,52,30,4.16,-0.49,3.67,104,99.5,91.8,0.28,0.175,0.515,0.476,13.4,29.2,0.206,0.459,14.9,71.6,0.213,Promotion,Failure
2002,Minnesota Timberwolves*,26.7,50,32,3.38,0.2,3.58,109,105.3,90.5,0.255,0.152,0.532,0.49,12.5,31.3,0.203,0.482,12.7,73.7,0.218,Promotion,Failure
2002,Seattle SuperSonics*,26.9,45,37,3.02,0.22,3.24,108.9,105.6,89,0.25,0.193,0.54,0.505,13.2,29.4,0.189,0.485,14.5,68.1,0.206,Promotion,Failure
2002,Portland Trail Blazers*,29,49,33,2.99,0.22,3.21,107.4,104,89.3,0.285,0.198,0.528,0.485,13.5,31.8,0.218,0.489,14.2,73.3,0.202,Promotion,Failure
2002,Boston Celtics*,26.2,49,33,2.21,-0.46,1.75,103.4,101,92.5,0.291,0.289,0.52,0.476,12.8,24.1,0.223,0.464,15.1,72.9,0.245,Promotion,Failure
2002,Detroit Pistons*,29.5,50,32,2.13,-0.45,1.69,104.8,102.4,90,0.31,0.24,0.54,0.497,14.3,24.4,0.235,0.474,14.8,70.5,0.206,Promotion,Failure
2002,Philadelphia 76ers*,29,43,39,1.6,-0.33,1.27,102.1,100.3,88.9,0.327,0.111,0.507,0.452,14.6,31.7,0.255,0.46,14.2,72.1,0.208,Promotion,Failure
2002,Orlando Magic*,28,44,38,1.57,-0.32,1.25,107,105.3,93.2,0.278,0.241,0.533,0.493,12.6,26.3,0.21,0.486,14.4,69.2,0.215,Promotion,Failure
2002,Utah Jazz*,29.9,44,38,0.89,0.32,1.21,105.6,104.6,90.3,0.381,0.132,0.529,0.472,15.4,33.5,0.291,0.484,15.9,71.7,0.286,Promotion,Failure
2002,Charlotte Hornets*,28.3,44,38,0.96,-0.4,0.57,104.3,103.3,89.7,0.32,0.151,0.513,0.466,13.3,30.6,0.238,0.465,13.3,72.2,0.226,Promotion,Failure
2002,Indiana Pacers*,26.1,42,40,0.27,-0.34,-0.07,104.1,103.8,91.9,0.328,0.182,0.527,0.477,14.2,27,0.253,0.469,13.2,71,0.227,Promotion,Failure
2002,Los Angeles Clippers,24.4,39,43,-0.46,0.38,-0.09,105.5,106,90.1,0.304,0.172,0.519,0.476,13.8,31.3,0.225,0.477,12.1,69.9,0.194,Phaseout,Failure
2002,Phoenix Suns,26.5,36,46,-0.68,0.39,-0.3,103.3,104,91.4,0.235,0.158,0.51,0.472,13.6,30.1,0.18,0.476,14.4,70.2,0.227,Phaseout,Failure
2002,Milwaukee Bucks,28.9,41,41,-0.22,-0.4,-0.62,106.9,107.1,90.2,0.269,0.241,0.544,0.507,13.6,25.6,0.201,0.477,12,70.9,0.217,Phaseout,Failure
2002,Toronto Raptors*,29.3,42,40,-0.44,-0.27,-0.71,102.6,103.1,88.8,0.255,0.165,0.501,0.463,13.6,31.4,0.189,0.471,14.7,70.1,0.237,Promotion,Failure
2002,Washington Wizards,27.5,37,45,-1.4,-0.17,-1.58,104.8,106.4,88.3,0.28,0.118,0.508,0.464,12.5,30.7,0.214,0.484,13,71.4,0.214,Phaseout,Failure
2002,Miami Heat,30.1,36,46,-1.54,-0.31,-1.84,98.5,100.2,87.4,0.268,0.141,0.501,0.463,14.6,26.6,0.194,0.455,13.6,74,0.249,Phaseout,Failure
2002,Cleveland Cavaliers,26,29,53,-3.33,-0.19,-3.52,104.6,108.2,90.3,0.301,0.156,0.524,0.477,13.8,28.9,0.232,0.493,12.3,72.8,0.226,Phaseout,Failure
2002,New York Knicks,30.3,30,52,-3.99,-0.16,-4.15,101.5,105.9,89.7,0.274,0.206,0.514,0.468,14,25.6,0.216,0.479,12.9,71.9,0.236,Phaseout,Failure
2002,Houston Rockets,25.9,28,54,-4.89,0.58,-4.31,103.1,108.6,88.2,0.286,0.223,0.507,0.465,13.4,29,0.211,0.491,11.5,69.8,0.178,Phaseout,Failure
2002,Atlanta Hawks,25.7,33,49,-4.23,-0.18,-4.41,101.8,106.4,91.9,0.294,0.181,0.517,0.471,14.6,27.5,0.225,0.495,14.1,70.9,0.218,Phaseout,Failure
2002,Golden State Warriors,24.8,21,61,-5.4,0.61,-4.8,102.8,108.5,94.5,0.335,0.142,0.499,0.452,14.7,35.3,0.242,0.488,12.9,69.4,0.232,Phaseout,Failure
2002,Denver Nuggets,28.2,27,55,-5.82,0.63,-5.19,101.4,107.8,90.4,0.256,0.187,0.495,0.455,13.6,30.6,0.19,0.492,13.6,69.9,0.245,Phaseout,Failure
2002,Memphis Grizzlies,25.5,23,59,-7.44,0.7,-6.74,98.2,106.3,91.1,0.288,0.168,0.501,0.462,15.4,27.8,0.204,0.486,13.7,68,0.197,Phaseout,Failure
