Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,OFFeFG,OFFTOV,OFFORB,OFFFT/FGA,DFFeFG,DFFTOV,DFFDRB,DFFFT/FGA,Stats
27.5,49,33,48,34,2.67,-0.46,2.21,109.6,106.8,95.4,0.347,0.102,0.555,0.507,13.6,27.8,0.265,0.477,12.3,70.1,0.221,Promotion
26.8,41,41,46,36,1.7,0.08,1.77,111.9,110.1,96,0.342,0.112,0.547,0.498,13.5,34.2,0.262,0.485,12.7,67.4,0.281,Promotion
29.3,47,35,47,35,2.17,-0.43,1.74,109.6,107.4,96.5,0.365,0.061,0.55,0.498,13.8,31,0.279,0.487,13.9,68.7,0.25,Promotion
25.8,41,41,45,37,1.32,0.03,1.35,108.5,107.1,96.3,0.372,0.133,0.554,0.509,15.5,31.4,0.271,0.473,11.9,68.8,0.232,Phaseout
27.3,43,39,45,37,1.26,-0.05,1.2,106.5,105.2,96,0.319,0.069,0.522,0.473,14.4,35.5,0.244,0.48,14.1,69.5,0.24,Promotion
28.6,48,34,43,39,0.89,0.04,0.93,108.7,107.8,94.9,0.27,0.054,0.536,0.495,12.9,31.2,0.21,0.479,12.9,69,0.251,Promotion
26.7,41,41,42,40,0.35,-0.03,0.33,107.4,107.1,99.1,0.297,0.067,0.53,0.493,13.9,32.7,0.213,0.489,15.1,66.7,0.263,Promotion
25.7,44,38,40,42,-0.24,0.22,-0.02,109.5,109.7,100.2,0.329,0.074,0.547,0.499,13.8,31.3,0.254,0.487,12.6,65,0.201,Promotion
27.1,43,39,39,43,-0.87,0.2,-0.67,109.3,110.2,97.6,0.305,0.148,0.534,0.493,14,34.8,0.227,0.516,14.6,68.5,0.224,Promotion
25.2,36,46,38,44,-1.15,0.21,-0.93,107.7,108.9,94.6,0.361,0.137,0.535,0.481,13.9,31.9,0.279,0.495,14.2,69.8,0.274,Phaseout
25,34,48,38,44,-0.99,0.05,-0.94,109.2,110.2,99.5,0.342,0.118,0.543,0.502,14.9,34.2,0.245,0.501,14,67,0.261,Phaseout
29.9,40,42,37,45,-1.39,0.29,-1.1,107.4,108.9,93.2,0.271,0.126,0.511,0.473,12.5,34.6,0.198,0.5,13.5,67.8,0.212,Phaseout
28,39,43,38,44,-1.27,0.06,-1.2,107.6,108.9,96.2,0.329,0.09,0.534,0.486,13.7,31.4,0.249,0.5,14.3,66.4,0.215,Promotion
24.8,36,46,36,46,-1.74,-0.4,-2.14,104.6,106.3,99.8,0.324,0.062,0.518,0.47,14.5,33.6,0.245,0.476,13.9,68.9,0.263,Phaseout
26.5,25,57,33,49,-3.17,0.17,-3,106.5,109.6,100.8,0.337,0.108,0.53,0.481,14.1,30.7,0.257,0.502,15.1,66.7,0.292,Phaseout
26.9,28,54,31,51,-3.73,0.47,-3.26,106.2,110.1,96.1,0.301,0.135,0.535,0.495,14.8,30.5,0.223,0.502,15.7,62.5,0.266,Phaseout
27.1,26,56,26,56,-5.77,0.51,-5.25,104.6,110.4,98.5,0.319,0.133,0.53,0.479,14.4,28.1,0.251,0.504,13.3,65.9,0.188,Phaseout
26.1,22,60,23,59,-7.04,0.55,-6.49,103.6,110.8,97.7,0.298,0.082,0.523,0.48,14.2,28.8,0.223,0.51,13.6,67.1,0.219,Phaseout
25.8,19,63,21,61,-7.78,0.16,-7.62,103.6,111.8,93.8,0.344,0.087,0.535,0.479,15.9,28.7,0.275,0.503,13.5,66.3,0.269,Phaseout
24.9,11,71,10,72,-15.2,0.52,-14.68,99.5,114.7,99.5,0.299,0.115,0.495,0.455,15.1,31.1,0.21,0.519,13.5,68.1,0.347,Phaseout
28.1,63,19,64,18,9.09,-0.41,8.68,111.1,101.5,95.1,0.344,0.105,0.547,0.501,13.7,34.4,0.256,0.479,18.2,67.3,0.272,Promotion
28.9,57,25,60,22,6.99,-0.5,6.48,105.7,98.2,92.8,0.311,0.135,0.527,0.483,15.1,34.4,0.232,0.451,16,71.4,0.261,Promotion
29,55,27,56,26,5.26,-0.21,5.05,110.4,104.6,90.1,0.322,0.107,0.537,0.494,13.6,35.6,0.239,0.467,11.7,70.5,0.196,Promotion
28.7,57,25,56,26,5.27,-0.33,4.94,107.2,101.7,94.2,0.294,0.118,0.523,0.48,13.6,34.6,0.221,0.475,16,67.7,0.185,Promotion
28.7,56,26,54,28,4.84,-0.17,4.68,111.7,106.8,96.7,0.325,0.147,0.548,0.509,13.9,35.2,0.236,0.493,13.5,69.3,0.202,Promotion
28.1,58,24,53,29,4.32,-0.12,4.19,105.9,101.4,95,0.294,0.191,0.545,0.507,15,27.6,0.218,0.458,13.3,69.7,0.192,LeagueChampion
29.4,53,29,53,29,4.22,-0.12,4.1,108.6,104.1,93.1,0.354,0.083,0.537,0.49,13.3,31.3,0.262,0.469,14.6,68.4,0.267,Promotion
25.8,50,32,52,30,3.89,-0.21,3.68,110.8,106.7,95.2,0.341,0.165,0.547,0.514,14.4,33.8,0.231,0.479,13.3,66.3,0.214,Promotion
27.9,47,35,52,30,4.02,-0.39,3.64,109.4,105.1,91.7,0.335,0.121,0.537,0.487,12.8,31.8,0.258,0.484,14.5,69,0.215,Promotion
27.2,47,35,51,31,3.45,-0.19,3.26,107.8,104.2,93.3,0.366,0.077,0.547,0.5,16,34.4,0.27,0.471,14.9,68,0.267,Promotion
27.7,55,27,50,32,3.09,-0.22,2.87,106.1,102.7,91.9,0.273,0.097,0.526,0.493,14.6,33.8,0.192,0.482,15.3,70.8,0.225,Promotion
28.6,47,35,48,34,2.63,-0.04,2.6,108.1,105.5,98.8,0.323,0.104,0.518,0.472,12.5,34.4,0.24,0.49,14.8,70.8,0.235,Promotion
26,42,40,48,34,2.67,-0.27,2.4,109.5,106.7,93.8,0.322,0.145,0.538,0.488,14.3,35.3,0.253,0.479,14.5,69.1,0.284,Promotion
26.6,45,37,47,35,2.2,-0.08,2.11,107.2,104.9,95.5,0.351,0.096,0.515,0.461,12.7,34,0.267,0.475,13.5,69.1,0.212,Promotion
25,50,32,46,36,1.74,0.01,1.76,108.3,106.5,99.1,0.322,0.12,0.542,0.512,14.9,32.9,0.214,0.488,14.7,64.4,0.21,Promotion
24.8,42,40,45,37,1.49,0.05,1.54,103.9,102.3,96.1,0.357,0.088,0.524,0.478,15.3,32.2,0.256,0.453,13.4,69.6,0.252,Promotion
27.6,41,41,40,42,-0.22,-0.01,-0.23,108.4,108.6,97.5,0.301,0.129,0.543,0.5,13.6,29.2,0.23,0.492,13.2,67,0.205,Phaseout
26.5,33,49,29,53,-4.29,0.36,-3.93,104.8,109.3,95.5,0.269,0.11,0.503,0.466,12.8,33.2,0.193,0.492,14.3,63.2,0.24,Phaseout
27.8,32,50,29,53,-4.28,0.01,-4.28,104.2,108.7,95.6,0.284,0.068,0.521,0.482,13.5,29.3,0.207,0.494,13.7,67.8,0.238,Phaseout
27,27,55,26,56,-5.72,0.44,-5.28,102.9,108.6,99.6,0.297,0.116,0.521,0.484,15.4,30.4,0.211,0.494,14,64.1,0.213,Phaseout
26.7,28,54,26,56,-5.77,0.44,-5.32,103.3,109.2,97.5,0.326,0.104,0.516,0.471,14.2,30.4,0.239,0.499,14.2,66.4,0.252,Phaseout
26.1,20,62,24,58,-6.48,0.24,-6.24,102.5,109.3,94.5,0.32,0.15,0.512,0.471,14.7,31.1,0.225,0.513,15.7,66.5,0.254,Phaseout
26.2,20,62,23,59,-6.93,0.38,-6.55,101.9,109.2,94.7,0.352,0.085,0.525,0.471,16.4,30.1,0.272,0.488,12.8,68,0.259,Phaseout
25.8,24,58,22,60,-7.38,0.25,-7.13,104.5,112.2,95.9,0.317,0.109,0.529,0.484,15.3,31.2,0.237,0.526,14,66.2,0.206,Phaseout
27.2,25,57,21,61,-7.62,0.25,-7.37,101.7,109.7,95.7,0.31,0.138,0.518,0.478,15,28,0.221,0.502,12.8,66.6,0.177,Phaseout
27.5,20,62,21,61,-7.78,0.33,-7.46,102.7,110.9,94.2,0.244,0.148,0.511,0.477,13.7,28.4,0.179,0.493,12.8,66.1,0.262,Phaseout
25.3,13,69,19,63,-8.7,0.5,-8.19,100.4,109.6,94.5,0.275,0.109,0.492,0.449,15,33.7,0.205,0.513,15.8,66.1,0.283,Phaseout
28.7,57,25,61,21,8.18,-0.27,7.91,114.8,106.3,95.5,0.38,0.194,0.575,0.527,14.1,32.6,0.288,0.492,16.1,68.7,0.278,Promotion
29.6,60,22,61,21,7.99,-0.23,7.76,114.3,105.7,92.6,0.392,0.126,0.587,0.535,14.8,29.1,0.306,0.496,15.5,72.5,0.292,Promotion
26.6,57,25,59,23,7.06,-0.62,6.44,115.1,107.8,95.1,0.357,0.205,0.569,0.539,14,34,0.239,0.49,13.3,68.4,0.22,Promotion
29,62,20,57,25,5.96,-0.06,5.9,111.7,105.4,94.6,0.372,0.173,0.562,0.516,13.8,30.9,0.275,0.485,13,72.3,0.214,Promotion
28.1,47,35,54,28,4.83,-0.51,4.32,109.5,104.3,92,0.308,0.177,0.546,0.509,14.5,32.9,0.224,0.488,16.7,68.2,0.263,Promotion
29.2,59,23,51,31,3.88,-0.02,3.86,114.5,110.4,95.9,0.338,0.227,0.567,0.524,12.7,29.7,0.255,0.515,14,69.8,0.228,Promotion
29.3,44,38,52,30,3.82,-0.02,3.8,109.7,105.7,93.8,0.313,0.177,0.521,0.483,13,37.1,0.218,0.491,14.8,73.5,0.277,Promotion
28.7,52,30,52,30,3.7,-0.34,3.35,109.6,105.6,90,0.383,0.158,0.557,0.507,15.5,32.8,0.287,0.493,15.8,68.6,0.237,Promotion
28,50,32,50,32,3.28,-0.41,2.87,109.6,106.1,91.2,0.317,0.219,0.562,0.517,14.3,26,0.247,0.485,13.8,68.5,0.202,Promotion
29.4,55,27,50,32,3.11,-0.33,2.78,107.2,103.8,91.2,0.331,0.226,0.55,0.508,15.1,28.6,0.243,0.468,14.4,70.8,0.281,Promotion
28.5,47,35,47,35,2.12,0.2,2.32,109.7,107.4,94.2,0.31,0.267,0.568,0.529,15,26.9,0.232,0.489,13.9,67.7,0.199,LeagueChampion
28.2,42,40,45,37,1.28,-0.22,1.06,106.6,105.2,89.8,0.292,0.237,0.525,0.487,13.9,31.6,0.211,0.495,15.6,68.4,0.215,Promotion
26.6,41,41,43,39,0.84,0.11,0.96,109.1,108.2,91.5,0.357,0.18,0.556,0.511,15.6,32,0.263,0.487,13.2,70.2,0.257,Promotion
28.3,43,39,43,39,0.62,-0.07,0.55,105.3,104.6,84.8,0.317,0.165,0.52,0.472,14.2,31.8,0.241,0.493,15,72.4,0.224,Promotion
25.9,48,34,40,42,-0.22,0.21,-0.01,109.1,109.4,95.2,0.292,0.21,0.539,0.5,13.4,31.3,0.215,0.5,14.8,64.4,0.224,Promotion
26.4,39,43,38,44,-1,0.26,-0.74,105.5,106.5,92.3,0.359,0.16,0.538,0.496,16.2,32.1,0.255,0.481,15,67,0.28,Phaseout
27.1,32,50,36,46,-1.63,-0.21,-1.85,108.2,109.9,92.9,0.317,0.175,0.54,0.499,14.4,31.7,0.233,0.51,14.9,68.7,0.264,Phaseout
27.2,35,47,36,46,-1.88,-0.04,-1.92,108.6,110.6,94,0.331,0.144,0.537,0.491,14.3,33.1,0.249,0.512,13.6,68.6,0.235,Promotion
24.3,36,46,33,49,-2.9,0.51,-2.39,107.6,110.6,94.7,0.301,0.163,0.509,0.466,13.9,38.9,0.221,0.519,13.7,69.8,0.208,Phaseout
27.5,30,52,32,50,-3.13,-0.14,-3.28,105.2,108.6,92.3,0.342,0.192,0.519,0.467,14.4,33.3,0.26,0.493,12.4,70.9,0.217,Phaseout
25.7,34,48,29,53,-4.37,0.07,-4.3,106.2,110.9,92.7,0.343,0.205,0.537,0.496,15.5,31.3,0.244,0.53,15.3,68.3,0.23,Phaseout
26,26,56,27,55,-5.41,0.51,-4.9,106.7,112.2,97.9,0.348,0.233,0.547,0.508,15.9,30.3,0.245,0.522,13.9,66.5,0.216,Phaseout
25.1,24,58,27,55,-5.07,0.01,-5.06,104.1,109.7,91,0.323,0.142,0.521,0.475,15.3,32.3,0.238,0.5,14.6,66.1,0.235,Phaseout
24.5,21,61,26,56,-5.6,0.04,-5.56,105.4,111.3,94.5,0.292,0.183,0.529,0.492,14.3,29.3,0.211,0.512,14.9,66.7,0.262,Phaseout
26.9,28,54,22,60,-7.29,0.21,-7.08,105.1,112.9,93.2,0.293,0.21,0.538,0.499,15,28.3,0.217,0.51,14.2,65.8,0.299,Phaseout
25.4,21,61,18,64,-9,0.78,-8.22,102.6,112.4,91.4,0.379,0.163,0.532,0.475,16.2,27.7,0.293,0.51,14.8,64.1,0.28,Phaseout
24.9,17,65,18,64,-9.16,0.73,-8.43,101.5,111.1,94.3,0.302,0.153,0.508,0.468,14.6,29.6,0.214,0.526,16.6,65.7,0.29,Phaseout
29.9,72,10,70,12,12.24,-0.44,11.8,115.2,101.8,91.1,0.291,0.196,0.555,0.517,13.1,36.9,0.217,0.482,16.1,71.1,0.222,LeagueChampion
29.6,64,18,61,21,7.79,-0.4,7.4,110.3,102.1,93.8,0.379,0.249,0.574,0.526,16.2,29.7,0.288,0.479,16.7,69.5,0.252,Promotion
29.5,55,27,59,23,6.59,-0.34,6.25,113.3,106.1,90,0.359,0.158,0.566,0.517,14.1,31.6,0.276,0.489,15.1,71.7,0.295,Promotion
29.4,59,23,58,24,6.3,-0.33,5.98,110.2,103.5,93.3,0.342,0.2,0.558,0.516,13.6,27.5,0.252,0.472,13.9,70,0.216,Promotion
27.7,60,22,56,26,5.56,-0.16,5.4,112.9,106.9,91.8,0.336,0.248,0.562,0.529,13.2,29,0.232,0.491,14,68.8,0.223,Promotion
27.1,53,29,53,29,4.45,-0.24,4.21,111.4,106.6,92.4,0.306,0.203,0.555,0.515,13.3,30.1,0.228,0.491,14.9,66.8,0.205,Promotion
29.4,52,30,50,32,3.24,-0.14,3.11,110.8,107.2,89.3,0.389,0.157,0.56,0.509,15.5,33,0.294,0.491,14.7,69.3,0.271,Promotion
27.5,47,35,49,33,2.59,-0.09,2.49,109.9,106.7,82.3,0.296,0.264,0.551,0.51,13.7,28.6,0.226,0.506,16.3,70.2,0.242,Promotion
26.8,46,36,49,33,2.5,-0.05,2.45,107.9,105.1,87.7,0.36,0.221,0.551,0.504,14.6,28,0.271,0.483,13.7,71.7,0.229,Promotion
30.4,47,35,48,34,2.32,-0.08,2.24,106,103.5,91,0.306,0.201,0.55,0.509,14.9,25.5,0.232,0.476,14.8,71.1,0.251,Promotion
28.1,44,38,48,34,2.35,-0.14,2.21,106,103.5,92.6,0.347,0.203,0.528,0.494,15.2,33.4,0.23,0.478,13.5,73.4,0.236,Promotion
29,48,34,46,36,1.74,-0.12,1.63,109.3,107.4,93.2,0.317,0.265,0.555,0.512,14.1,26.9,0.243,0.495,13.6,68.6,0.206,Promotion
27.4,42,40,45,37,1.43,0.03,1.46,105.3,103.8,91.1,0.345,0.23,0.541,0.501,16,30.1,0.245,0.469,14.8,71.8,0.298,Promotion
28.1,46,36,45,37,1.22,0.07,1.29,109.4,108,89.6,0.302,0.239,0.534,0.49,14,34,0.229,0.512,16.3,67.1,0.217,Promotion
24.8,39,43,44,38,1.06,-0.07,0.99,108.7,107.6,93.7,0.314,0.183,0.558,0.521,15,28.2,0.228,0.489,15,67.8,0.274,Promotion
27.9,41,41,42,40,0.33,-0.05,0.28,110.3,110,93.2,0.37,0.147,0.551,0.498,13.5,29.8,0.286,0.511,13.3,71.4,0.225,Promotion
27.8,41,41,39,43,-0.57,0.09,-0.48,111.2,111.8,91.6,0.32,0.23,0.558,0.514,14.1,29.5,0.246,0.529,13.9,70.3,0.217,Phaseout
27,36,46,37,45,-1.45,0.03,-1.42,108.4,109.9,93.4,0.349,0.179,0.539,0.489,14.8,33.9,0.265,0.51,15.2,67.2,0.232,Phaseout
26.8,35,47,33,49,-2.71,0.09,-2.62,105.2,108.1,92.2,0.326,0.172,0.526,0.481,14.2,30.7,0.242,0.492,12.8,72.7,0.237,Phaseout
26.6,39,43,33,49,-2.71,0.09,-2.62,106.2,109.1,93.4,0.371,0.184,0.54,0.493,16,32.5,0.271,0.498,15.1,69,0.302,Promotion
26.3,33,49,32,50,-3.4,0.03,-3.37,106.4,109.9,96.2,0.329,0.209,0.534,0.494,14.1,28.8,0.235,0.511,14.3,70,0.258,Phaseout
25.2,29,53,31,51,-3.6,0.13,-3.46,106.5,110.3,93.2,0.3,0.208,0.544,0.511,15.3,29.3,0.21,0.512,15.2,67.9,0.282,Phaseout
27.4,30,52,29,53,-4.23,0.09,-4.14,101.9,106.5,90.9,0.332,0.111,0.497,0.445,15.1,36.4,0.248,0.495,14.5,70.9,0.223,Phaseout
25.1,26,56,28,54,-4.9,0.19,-4.71,106.1,111.2,95.4,0.266,0.274,0.507,0.47,13.3,34.1,0.192,0.526,14.7,68.6,0.222,Phaseout
27.5,25,57,26,56,-5.3,0.38,-4.92,105.6,111.5,90.2,0.295,0.163,0.534,0.495,15,29.7,0.218,0.52,14.1,68.4,0.248,Phaseout
26.4,26,56,26,56,-5.35,0.22,-5.14,104.1,109.8,93.5,0.357,0.132,0.535,0.48,16,29.8,0.277,0.509,15,68.7,0.267,Phaseout
26.2,21,61,21,61,-7.51,0.31,-7.2,103.8,111.8,93.2,0.296,0.177,0.536,0.499,17.2,32,0.214,0.514,14.7,66.8,0.272,Phaseout
26.1,18,64,16,66,-10,0.55,-9.45,102.2,113,92.2,0.353,0.224,0.522,0.474,16,29.4,0.259,0.522,14.4,65,0.217,Phaseout
27.2,15,67,15,67,-9.98,0.43,-9.55,97.6,108.5,91,0.308,0.174,0.5,0.456,15.5,27.3,0.223,0.51,16.1,66.3,0.241,Phaseout
